geometry,x,y
POINT (116.4748098 -34.3143564),116.47481,-34.31436
POINT (116.2875079 -34.3292723),116.28751,-34.32927
POINT (116.6060274 -34.9815858),116.60603,-34.98159
POINT (115.6296502 -33.382487),115.62965,-33.38249
POINT (115.7715167 -33.9431773),115.77152,-33.94318
POINT (115.8444281 -33.9674097),115.84443,-33.96741
POINT (115.8299769 -33.9819672),115.82998,-33.98197
POINT (115.8314083 -33.9634359),115.83141,-33.96344
POINT (115.8864168 -33.9787464),115.88642,-33.97875
POINT (115.887118 -33.9425003),115.88712,-33.9425
POINT (115.8888021 -33.9415928),115.8888,-33.94159
POINT (115.8875786 -33.9420066),115.88758,-33.94201
POINT (115.8868621 -33.9419377),115.88686,-33.94194
POINT (115.7539847 -33.9811255),115.75398,-33.98113
POINT (115.7518551 -33.9815588),115.75186,-33.98156
POINT (115.7466751 -33.9813624),115.74668,-33.98136
POINT (115.8523106 -34.0672584),115.85231,-34.06726
POINT (115.9215052 -34.0626609),115.92151,-34.06266
POINT (115.9354114 -34.0685312),115.93541,-34.06853
POINT (115.9235239 -34.0475187),115.92352,-34.04752
POINT (115.9246222 -34.0532947),115.92462,-34.05329
POINT (115.7375545 -34.0297045),115.73755,-34.0297
POINT (115.7687804 -34.073593),115.76878,-34.07359
POINT (115.8083385 -34.0787379),115.80834,-34.07874
POINT (115.6314655 -34.0546862),115.63147,-34.05469
POINT (115.8878709 -34.1681801),115.88787,-34.16818
POINT (115.9303896 -34.1852332),115.93039,-34.18523
POINT (115.9158155 -34.184944),115.91582,-34.18494
POINT (115.9262948 -34.2017472),115.92629,-34.20175
POINT (115.9453841 -34.1993986),115.94538,-34.1994
POINT (115.7423564 -34.0053439),115.74236,-34.00534
POINT (115.7406958 -34.0049652),115.7407,-34.00497
POINT (115.7592513 -34.3505089),115.75925,-34.35051
POINT (116.017467 -33.444235),116.01747,-33.44424
POINT (116.0114988 -33.4543596),116.0115,-33.45436
POINT (116.022571 -33.445122),116.02257,-33.44512
POINT (116.0095024 -33.461264),116.0095,-33.46126
POINT (116.0707197 -33.3446607),116.07072,-33.34466
POINT (116.0787658 -33.3461536),116.07877,-33.34615
POINT (116.064142 -33.343816),116.06414,-33.34382
POINT (116.0607691 -33.3551084),116.06077,-33.35511
POINT (116.026592 -33.428999),116.02659,-33.429
POINT (116.02368 -33.431765),116.02368,-33.43176
POINT (116.0358313 -33.4308854),116.03583,-33.43089
POINT (116.0194832 -33.4298284),116.01948,-33.42983
POINT (116.011477 -33.427179),116.01148,-33.42718
POINT (116.011186 -33.427285),116.01119,-33.42728
POINT (116.010564 -33.425448),116.01056,-33.42545
POINT (116.023665 -33.428816),116.02366,-33.42882
POINT (116.0236071 -33.427977),116.02361,-33.42798
POINT (116.023375 -33.411785),116.02338,-33.41178
POINT (116.0309705 -33.4162645),116.03097,-33.41626
POINT (116.029089 -33.417182),116.02909,-33.41718
POINT (116.023583 -33.413932),116.02358,-33.41393
POINT (116.0147849 -33.4199169),116.01478,-33.41992
POINT (116.018428 -33.416679),116.01843,-33.41668
POINT (116.0157549 -33.4211673),116.01575,-33.42117
POINT (116.0153828 -33.4201203),116.01538,-33.42012
POINT (116.0237132 -33.4191833),116.02371,-33.41918
POINT (116.030466 -33.411828),116.03047,-33.41183
POINT (116.0290541 -33.419484),116.02905,-33.41948
POINT (116.0152838 -33.42182),116.01528,-33.42182
POINT (116.0234218 -33.4117744),116.02342,-33.41177
POINT (116.0167892 -33.4163381),116.01679,-33.41634
POINT (116.0162726 -33.4166293),116.01627,-33.41663
POINT (116.0161586 -33.4162934),116.01616,-33.41629
POINT (116.0236597 -33.4225047),116.02366,-33.4225
POINT (116.0280716 -33.4135514),116.02807,-33.41355
POINT (116.1875246 -33.267227),116.18752,-33.26723
POINT (116.2180438 -33.2761402),116.21804,-33.27614
POINT (116.2292296 -33.2821457),116.22923,-33.28215
POINT (116.1995342 -33.3202445),116.19953,-33.32024
POINT (115.876531 -33.5761086),115.87653,-33.57611
POINT (115.8869997 -33.6889334),115.887,-33.68893
POINT (116.1900633 -33.9054484),116.19006,-33.90545
POINT (116.2645986 -33.9724269),116.2646,-33.97243
POINT (115.8973379 -34.2694044),115.89734,-34.2694
POINT (115.9115721 -34.232265),115.91157,-34.23226
POINT (115.8822126 -34.2724123),115.88221,-34.27241
POINT (116.0396461 -34.1068912),116.03965,-34.10689
POINT (116.090832 -34.1649134),116.09083,-34.16491
POINT (115.9700378 -34.0807474),115.97004,-34.08075
POINT (115.9548573 -34.0815391),115.95486,-34.08154
POINT (115.9535642 -34.0853148),115.95356,-34.08531
POINT (115.9522417 -34.0881726),115.95224,-34.08817
POINT (116.0025996 -34.0709168),116.0026,-34.07092
POINT (116.3991586 -34.2768058),116.39916,-34.27681
POINT (116.37581 -34.2787694),116.37581,-34.27877
POINT (116.3656824 -34.3212351),116.36568,-34.32124
POINT (115.9846632 -34.1243266),115.98466,-34.12433
POINT (115.9754731 -34.1682759),115.97547,-34.16828
POINT (115.9739271 -34.188354),115.97393,-34.18835
POINT (115.981442 -34.1366141),115.98144,-34.13661
POINT (115.9700698 -34.1486619),115.97007,-34.14866
POINT (115.9589018 -34.1650219),115.9589,-34.16502
POINT (115.9694385 -34.1194597),115.96944,-34.11946
POINT (115.9714768 -34.1196602),115.97148,-34.11966
POINT (116.0774618 -34.3303923),116.07746,-34.33039
POINT (116.0891138 -34.3376087),116.08911,-34.33761
POINT (116.0443172 -34.3517255),116.04432,-34.35173
POINT (116.0108964 -34.3081697),116.0109,-34.30817
POINT (116.0130284 -34.3037492),116.01303,-34.30375
POINT (115.9506912 -34.1056559),115.95069,-34.10566
POINT (115.956161 -34.109665),115.95616,-34.10966
POINT (115.9307228 -34.0997977),115.93072,-34.0998
POINT (116.2377559 -34.3147884),116.23776,-34.31479
POINT (116.2417438 -34.3252478),116.24174,-34.32525
POINT (116.240761 -34.3382929),116.24076,-34.33829
POINT (115.9115757 -34.2314933),115.91158,-34.23149
POINT (115.9122037 -34.2312912),115.9122,-34.23129
POINT (115.9710849 -34.3334513),115.97108,-34.33345
POINT (115.9384585 -34.3588742),115.93846,-34.35887
POINT (116.1331821 -34.1561281),116.13318,-34.15613
POINT (116.1181195 -34.1362293),116.11812,-34.13623
POINT (116.1622277 -34.0847714),116.16223,-34.08477
POINT (116.1356674 -34.0693709),116.13567,-34.06937
POINT (116.119953 -34.0556317),116.11995,-34.05563
POINT (116.216493 -34.1894928),116.21649,-34.18949
POINT (116.2479514 -34.2030669),116.24795,-34.20307
POINT (116.2574105 -34.1119173),116.25741,-34.11192
POINT (116.2813776 -34.1104867),116.28138,-34.11049
POINT (115.9664571 -34.560988),115.96646,-34.56099
POINT (115.9694254 -34.5264016),115.96943,-34.5264
POINT (116.0496783 -34.3627919),116.04968,-34.36279
POINT (116.0291825 -34.408688),116.02918,-34.40869
POINT (116.0030503 -34.4034453),116.00305,-34.40345
POINT (116.2697703 -34.6799437),116.26977,-34.67994
POINT (116.2581101 -34.647239),116.25811,-34.64724
POINT (116.2543205 -34.6771768),116.25432,-34.67718
POINT (116.2585717 -34.666513),116.25857,-34.66651
POINT (116.2538534 -34.6775797),116.25385,-34.67758
POINT (116.2899432 -34.6467535),116.28994,-34.64675
POINT (116.0861733 -34.4622855),116.08617,-34.46229
POINT (116.0837468 -34.4635358),116.08375,-34.46354
POINT (116.0802468 -34.4640288),116.08025,-34.46403
POINT (116.0740336 -34.4697692),116.07403,-34.46977
POINT (116.023241 -34.5050332),116.02324,-34.50503
POINT (116.051376 -34.4831246),116.05138,-34.48312
POINT (116.0216704 -34.4835296),116.02167,-34.48353
POINT (116.0382691 -34.4926553),116.03827,-34.49266
POINT (116.0953286 -34.4618833),116.09533,-34.46188
POINT (116.0956067 -34.4653329),116.09561,-34.46533
POINT (116.0852916 -34.4661784),116.08529,-34.46618
POINT (116.0861421 -34.4687471),116.08614,-34.46875
POINT (116.0942664 -34.4696399),116.09427,-34.46964
POINT (116.086712 -34.4705144),116.08671,-34.47051
POINT (116.0849803 -34.4711568),116.08498,-34.47116
POINT (116.0870324 -34.4713872),116.08703,-34.47139
POINT (116.0806079 -34.4715137),116.08061,-34.47151
POINT (116.0871976 -34.4724254),116.0872,-34.47243
POINT (116.0905 -34.4724952),116.0905,-34.4725
POINT (116.0970804 -34.4730127),116.09708,-34.47301
POINT (116.0851968 -34.4734231),116.0852,-34.47342
POINT (116.0873397 -34.4738335),116.08734,-34.47383
POINT (116.0851102 -34.4758142),116.08511,-34.47581
POINT (116.091907 -34.4773667),116.09191,-34.47737
POINT (116.0904567 -34.4795257),116.09046,-34.47953
POINT (116.0946305 -34.4832239),116.09463,-34.48322
POINT (116.1062967 -34.4837193),116.1063,-34.48372
POINT (116.0541688 -34.481624),116.05417,-34.48162
POINT (116.2730987 -34.3922859),116.2731,-34.39229
POINT (116.2608901 -34.3770691),116.26089,-34.37707
POINT (116.2613958 -34.3809367),116.2614,-34.38094
POINT (116.2678473 -34.3889269),116.26785,-34.38893
POINT (116.2794592 -34.3931734),116.27946,-34.39317
POINT (115.8674898 -34.4751519),115.86749,-34.47515
POINT (116.2621036 -34.4338002),116.2621,-34.4338
POINT (116.390406 -33.36291),116.39041,-33.36291
POINT (116.3560191 -33.3378877),116.35602,-33.33789
POINT (116.3054308 -34.3255982),116.30543,-34.3256
POINT (116.3074643 -34.322186),116.30746,-34.32219
POINT (116.3071693 -34.3221956),116.30717,-34.3222
POINT (116.3088169 -34.3222318),116.30882,-34.32223
POINT (116.3080867 -34.3225066),116.30809,-34.32251
POINT (116.3086043 -34.3225982),116.3086,-34.3226
POINT (116.3085273 -34.3227305),116.30853,-34.32273
POINT (116.3090552 -34.3227361),116.30906,-34.32274
POINT (116.3082978 -34.3234056),116.3083,-34.32341
POINT (116.3087941 -34.3235279),116.30879,-34.32353
POINT (116.3076893 -34.3237254),116.30769,-34.32373
POINT (116.3080916 -34.3242442),116.30809,-34.32424
POINT (116.30808 -34.3242924),116.30808,-34.32429
POINT (116.3077724 -34.3253946),116.30777,-34.32539
POINT (116.3099079 -34.3249241),116.30991,-34.32492
POINT (116.3079221 -34.3248259),116.30792,-34.32483
POINT (116.3092329 -34.3249099),116.30923,-34.32491
POINT (116.4555408 -34.3003706),116.45554,-34.30037
POINT (116.4454678 -34.3038027),116.44547,-34.3038
POINT (116.465072 -34.2811976),116.46507,-34.2812
POINT (116.3729974 -34.2483638),116.373,-34.24836
POINT (116.4576126 -34.4056024),116.45761,-34.4056
POINT (116.450823 -34.4208189),116.45082,-34.42082
POINT (116.4875516 -34.4051005),116.48755,-34.4051
POINT (116.4508188 -34.4207738),116.45082,-34.42077
POINT (116.451249 -34.4200769),116.45125,-34.42008
POINT (116.4507155 -34.4201718),116.45072,-34.42017
POINT (116.4845527 -34.4305836),116.48455,-34.43058
POINT (116.3089747 -34.356788),116.30897,-34.35679
POINT (116.3084704 -34.3657009),116.30847,-34.3657
POINT (116.4952523 -34.3805737),116.49525,-34.38057
