Node,weight,num_nodes,Betweenness,Degree,Closeness,Eigenvector,PageRank,Clustering
0,1.0294117647058825,1,0.0,0.016129032258064516,0.09426569392194804,0.0003258070929959755,0.007983839381176984,0.0
1,7.0588235294117645,1,0.0,0.016129032258064516,0.07657553205251813,0.00010960770427857228,0.0034454354681455034,0.0
2,2.058823529411765,4,0.04117492787831104,0.06451612903225806,0.1109998549345259,0.0024230256901656426,0.023916312873818082,0.21428571428571427
3,2.9411764705882355,1,0.015735641227380016,0.024193548387096774,0.09090145195453188,0.00011877287912509635,0.00844295249301854,0.0
4,1.911764705882353,1,0.00013113034356150013,0.03225806451612903,0.08532697977523201,0.0002484655207533683,0.008259737664635053,0.16666666666666666
5,2.6470588235294117,1,0.02963545764489903,0.024193548387096774,0.10028225561554423,0.00043572342829377697,0.009727522520863008,0.3333333333333333
6,2.794117647058824,1,0.0,0.03225806451612903,0.08507384166481366,0.0004344549469409758,0.005536063482572087,0.16666666666666666
7,3.5294117647058822,1,0.0,0.024193548387096774,0.09753701320101235,0.0004816933996905527,0.007148936021002736,0.6666666666666666
8,3.897058823529412,2,0.06258195646472593,0.056451612903225805,0.11112173731320019,0.0016961131123263043,0.015816031229178667,0.2857142857142857
9,3.823529411764706,1,0.0,0.03225806451612903,0.10546202667814115,0.0011812208492526827,0.007607577280442821,0.5
10,2.156862745098039,3,0.016926741848063642,0.03225806451612903,0.1079433239056683,0.0016584246655112,0.01079937407846494,0.3333333333333333
11,5.0735294117647065,2,0.0257780400384649,0.03225806451612903,0.11322729553074842,0.0012638686005576527,0.009521080642946485,0.3333333333333333
12,1.7647058823529411,1,0.0,0.016129032258064516,0.10460785392512863,0.0007862126004143811,0.006672642570738208,1.0
13,3.235294117647059,1,0.011867296092315762,0.024193548387096774,0.09467019934697718,0.00022530066250505724,0.006391022433883229,0.0
14,5.0,1,0.003802779963283504,0.024193548387096774,0.08487130791414395,0.00010036596792623126,0.00884676308331056,0.0
15,3.6764705882352944,1,0.012304397237520763,0.03225806451612903,0.10131471440243627,0.0008166589588755843,0.01091187508696172,0.0
16,2.3529411764705883,1,0.003048780487804878,0.024193548387096774,0.08187232176876781,6.23936445349769e-05,0.009708027551145127,0.0
17,3.235294117647059,1,0.008031733543141883,0.03225806451612903,0.09247403110372232,0.00039503738443844824,0.009749561775793574,0.16666666666666666
18,5.970588235294118,1,0.0,0.016129032258064516,0.10505237215033893,0.0006342482364435131,0.004625196693261771,1.0
19,3.382352941176471,3,0.08674272226593234,0.04032258064516129,0.12030801797794168,0.002304109770252044,0.00965329568920261,0.3
20,3.6764705882352944,1,0.0,0.03225806451612903,0.12112086605357243,0.003431065469397591,0.006603624272798747,1.0
21,5.161764705882353,2,0.008075443657662383,0.03225806451612903,0.12511066623064832,0.0044149873963771555,0.00830829443898881,0.3333333333333333
22,5.17156862745098,6,0.040825246962147045,0.08870967741935484,0.12988755113194111,0.008161587913547505,0.016917617865553944,0.2
23,4.264705882352942,8,0.03114345659585628,0.07258064516129031,0.12922998339931038,0.00697832632190414,0.015616546490731678,0.3611111111111111
