Node1,Node2,weight,Resistance
0,1,0.5000000000000001,1.9999999999999996
0,2,0.7999999999999998,1.2500000000000002
1,2,0.4444444444444444,2.25
2,7,0.23529411764705882,4.25
2,13,0.3243243243243243,3.0833333333333335
2,3,0.2553191489361702,3.916666666666667
2,15,0.375,2.6666666666666665
3,14,0.4285714285714286,2.333333333333333
3,16,0.4137931034482758,2.416666666666667
4,36,0.38709677419354843,2.583333333333333
4,37,0.5217391304347826,1.9166666666666665
4,5,0.31578947368421056,3.1666666666666665
4,19,0.41379310344827597,2.416666666666666
4,6,0.3333333333333333,3.0
4,20,0.8000000000000003,1.2499999999999996
4,8,1.0,1.0
5,35,0.631578947368421,1.5833333333333335
5,36,0.631578947368421,1.5833333333333335
5,19,0.5714285714285714,1.75
5,6,0.8571428571428572,1.1666666666666665
6,17,0.8,1.25
6,7,0.5,2.0
6,8,0.3333333333333333,3.0
7,9,0.375,2.6666666666666665
7,10,0.7058823529411765,1.4166666666666665
7,8,0.25,4.0
7,11,0.4800000000000001,2.083333333333333
7,13,0.46153846153846156,2.1666666666666665
7,24,0.4285714285714286,2.333333333333333
8,10,0.27906976744186046,3.583333333333333
8,19,0.41379310344827597,2.416666666666666
8,9,0.4285714285714286,2.333333333333333
8,11,0.34285714285714286,2.9166666666666665
8,22,0.5217391304347826,1.9166666666666665
8,12,0.2448979591836735,4.083333333333333
10,21,0.4,2.5
11,12,0.46153846153846156,2.1666666666666665
11,22,0.5,2.0
12,23,0.3870967741935484,2.5833333333333335
13,15,0.7058823529411764,1.4166666666666667
13,26,0.47999999999999987,2.083333333333334
14,25,0.3870967741935484,2.5833333333333335
14,32,0.6666666666666666,1.5
14,16,0.9230769230769231,1.0833333333333333
15,16,0.8571428571428572,1.1666666666666665
15,27,0.5,2.0
16,27,0.46153846153846156,2.1666666666666665
16,17,0.6666666666666666,1.5
16,23,0.8,1.25
17,32,0.9230769230769231,1.0833333333333333
17,35,0.8571428571428569,1.166666666666667
17,36,0.8571428571428569,1.166666666666667
17,37,0.5454545454545455,1.8333333333333333
17,18,0.8571428571428569,1.166666666666667
17,28,0.8571428571428569,1.166666666666667
17,29,1.0,1.0
17,19,0.7499999999999999,1.3333333333333335
17,20,0.4,2.5
17,39,0.4444444444444444,2.25
18,34,0.7999999999999998,1.2500000000000002
18,28,1.0,1.0
19,30,0.5,2.0
19,20,0.46153846153846145,2.166666666666667
19,31,0.9230769230769231,1.0833333333333333
19,50,0.46153846153846145,2.166666666666667
19,21,0.75,1.3333333333333333
20,38,0.2608695652173913,3.8333333333333335
21,22,0.8571428571428572,1.1666666666666665
21,50,0.5454545454545454,1.8333333333333335
22,50,0.5999999999999999,1.666666666666667
22,23,0.6315789473684211,1.583333333333333
23,50,0.4444444444444444,2.25
23,27,0.5217391304347826,1.9166666666666667
23,28,0.9230769230769231,1.0833333333333333
24,26,0.5217391304347825,1.916666666666667
24,50,0.4137931034482758,2.416666666666667
25,33,0.4285714285714286,2.333333333333333
25,34,0.4800000000000001,2.083333333333333
26,27,0.37499999999999994,2.666666666666667
26,50,0.6666666666666667,1.4999999999999998
27,50,0.3157894736842105,3.166666666666667
28,50,0.4285714285714286,2.333333333333333
28,61,0.2857142857142857,3.5
28,29,0.8571428571428569,1.166666666666667
28,71,0.8571428571428569,1.166666666666667
29,71,1.0,1.0
29,30,0.42857142857142844,2.333333333333334
30,31,0.5217391304347825,1.916666666666667
30,71,0.42857142857142844,2.333333333333334
31,38,0.36363636363636365,2.75
31,71,0.7058823529411764,1.4166666666666667
32,34,1.0,1.0
33,35,1.0,1.0
34,35,0.7999999999999998,1.2500000000000002
35,36,1.0,1.0
35,37,0.6000000000000001,1.6666666666666665
36,37,0.6000000000000001,1.6666666666666665
38,39,0.9230769230769231,1.0833333333333333
38,71,0.4285714285714286,2.333333333333333
39,50,0.2666666666666666,3.7500000000000004
39,71,0.4444444444444444,2.25
40,50,0.75,1.3333333333333333
40,73,0.5,2.0
40,75,0.38709677419354843,2.583333333333333
40,71,0.3529411764705882,2.8333333333333335
40,44,0.9230769230769229,1.0833333333333335
40,41,0.6666666666666667,1.4999999999999998
40,47,0.2553191489361702,3.916666666666667
41,74,0.4285714285714286,2.333333333333333
41,42,0.28571428571428575,3.4999999999999996
41,47,0.22641509433962267,4.416666666666666
42,74,0.46153846153846156,2.1666666666666665
42,71,0.8571428571428572,1.1666666666666665
42,48,1.0,1.0
43,76,0.5454545454545455,1.833333333333333
43,71,0.5,2.0
43,47,0.32432432432432434,3.083333333333333
44,71,0.3428571428571428,2.916666666666667
44,75,0.37499999999999994,2.666666666666667
44,54,0.37499999999999994,2.666666666666667
44,45,0.75,1.3333333333333333
44,52,0.5454545454545454,1.8333333333333335
44,55,0.36363636363636365,2.75
45,71,0.3076923076923077,3.25
45,52,0.46153846153846145,2.166666666666667
45,54,0.3333333333333333,3.0
45,56,0.5,2.0
45,46,0.29268292682926833,3.4166666666666665
46,71,0.8571428571428572,1.1666666666666665
46,47,0.5217391304347826,1.9166666666666665
46,52,0.4444444444444444,2.25
47,71,0.4800000000000001,2.083333333333333
47,57,0.6000000000000001,1.6666666666666665
47,48,0.5217391304347826,1.9166666666666665
47,58,0.38709677419354843,2.583333333333333
47,49,0.36363636363636365,2.75
47,60,0.2222222222222222,4.5
47,51,0.25,4.0
47,62,0.2666666666666666,3.7500000000000004
48,49,0.5454545454545455,1.8333333333333333
48,56,0.4137931034482758,2.416666666666667
49,71,0.6000000000000001,1.6666666666666665
49,59,0.6000000000000001,1.6666666666666665
50,71,0.4,2.5
50,72,0.5,2.0
50,73,0.5999999999999999,1.666666666666667
50,74,0.6666666666666665,1.5000000000000004
50,61,0.46153846153846145,2.166666666666667
50,75,0.4444444444444444,2.25
51,71,0.3428571428571428,2.916666666666667
51,52,0.5454545454545454,1.8333333333333335
51,63,0.27906976744186046,3.5833333333333335
52,71,0.48,2.0833333333333335
