Node,weight,num_nodes,Betweenness,Degree,Closeness,Eigenvector,PageRank,Clustering
0,5.108695652173913,1,0.0,0.014598540145985401,0.0774534424108086,4.466487497265559e-05,0.00384872869326427,1.0
1,4.456521739130435,1,0.014276513525118077,0.021897810218978103,0.08618670905814982,0.00013348758718539973,0.005463127569431116,0.6666666666666666
2,6.130434782608695,1,0.0,0.021897810218978103,0.09737166374047639,0.0013850183635378596,0.0030790669584911893,0.0
3,6.239130434782608,1,0.0093029912695005,0.029197080291970802,0.11513098378296019,0.0021796471007348036,0.007005986389681191,0.0
4,7.760869565217392,1,0.007084585659081151,0.021897810218978103,0.10798433411037568,0.0008426907651325209,0.003869342913509111,0.0
5,2.608695652173913,1,0.007522899670817234,0.029197080291970802,0.12040822423949676,0.00228383718682314,0.0077245950783367675,0.0
6,6.8478260869565215,1,0.0024688707599828255,0.021897810218978103,0.09552582561169051,0.0002803328388135344,0.004164299081413081,0.3333333333333333
7,6.456521739130435,1,0.002540432231286675,0.029197080291970802,0.10705636502897724,0.0012811414725383968,0.004844674063257761,0.0
8,5.543478260869565,1,0.0,0.021897810218978103,0.09186753567961772,0.0002930025502241475,0.0036731912717558714,0.6666666666666666
9,8.032608695652174,2,0.02387469586374696,0.043795620437956206,0.11049523047923683,0.0012790610015733749,0.006661471474598747,0.2
10,7.815217391304348,2,0.0025762129669386004,0.043795620437956206,0.10793613241320205,0.0017497096132073277,0.005663800344619435,0.26666666666666666
11,3.532608695652174,2,0.00042936882782310007,0.043795620437956206,0.0817968550469951,0.00035324886855823663,0.005564430456073713,0.26666666666666666
12,5.543478260869565,1,0.030270502361528555,0.029197080291970802,0.10194333366358128,0.0009004479690678163,0.006657573974852642,0.5
13,6.782608695652174,1,0.0013954486904250753,0.021897810218978103,0.09666419481150267,0.00021421202075056403,0.003667164162997762,0.0
14,7.434782608695652,1,0.01808716187204809,0.029197080291970802,0.11002363775762079,0.0017861706856354398,0.005889872000472313,0.16666666666666666
15,7.760869565217392,1,0.015027908973808502,0.014598540145985401,0.10933660100426613,0.000820465788143228,0.004113640252070608,0.0
16,7.869565217391304,1,0.00021468441391155003,0.029197080291970802,0.0963280184047247,0.0012728827792396111,0.003134274026980159,0.0
17,6.007246376811594,3,0.07759052526119938,0.051094890510948905,0.12931993453915347,0.005605282910060579,0.01237997679997804,0.0
18,1.1956521739130435,1,0.002066337483898669,0.014598540145985401,0.11265896209602828,0.0011972563082673143,0.006891990626081165,0.0
19,7.543478260869565,1,0.02001932159725204,0.029197080291970802,0.11362109229995715,0.0017721031899050714,0.005133684391398292,0.3333333333333333
20,6.58695652173913,3,0.027211249463288966,0.043795620437956206,0.11981577095741623,0.0032196832209460177,0.007497410908672732,0.2
21,4.782608695652174,1,0.0,0.014598540145985401,0.12473980835450546,0.004891658121206344,0.0030102292143944667,1.0
22,4.471014492753623,3,0.14237154715900963,0.051094890510948905,0.14950274979210396,0.02874698473768874,0.01161712935626277,0.23809523809523808
23,5.0434782608695645,1,0.009660798626019752,0.029197080291970802,0.13773353839143307,0.014604334445637742,0.004806829840698309,0.3333333333333333
24,5.695652173913043,1,0.004025332760841563,0.029197080291970802,0.13351241369219347,0.014781386162228904,0.005451237072619251,0.3333333333333333
25,5.891304347826087,2,0.028481465578932302,0.043795620437956206,0.12951699942420222,0.009119874956180265,0.007040606373890739,0.2
26,5.076086956521738,2,0.032632030914555604,0.043795620437956206,0.12960134208043908,0.005840755824558079,0.006111752766718268,0.13333333333333333
27,7.0,1,0.011780807213396308,0.029197080291970802,0.12039563437926332,0.006950926609232123,0.003835098779220082,0.16666666666666666
28,8.086956521739129,1,0.0336338915128095,0.029197080291970802,0.13916313922069098,0.012153238822802727,0.0037773818191734858,0.16666666666666666
29,8.086956521739129,1,0.0,0.029197080291970802,0.09256366970229415,0.00325015272825653,0.0022308052639997103,0.16666666666666666
30,6.891304347826087,1,0.014061829111206528,0.029197080291970802,0.12775158167241213,0.009017261535641773,0.004891698485569623,0.3333333333333333
