Node,weight,num_nodes,Betweenness,Degree,Closeness,Eigenvector,PageRank,Clustering
0,2.413793103448276,1,0.0005997001499250374,0.017241379310344827,0.10825589959340984,0.0025398255960777665,0.005755271096671251,0.0
1,2.586206896551724,1,0.008327086456771614,0.02586206896551724,0.12105895559855363,0.005455785724910308,0.006810397080800681,0.0
2,2.586206896551724,1,0.009570214892553722,0.02586206896551724,0.1222938357296315,0.008680473608222793,0.005538080197483096,0.0
3,2.931034482758621,1,0.00012493753123438278,0.017241379310344827,0.11745131735937037,0.004592941237516188,0.004239835022920458,0.0
4,2.241379310344828,1,0.0,0.017241379310344827,0.14432809421006268,0.015663901599899405,0.0038353101344638873,1.0
5,3.2758620689655173,1,0.0,0.02586206896551724,0.1518657693423632,0.030471833559892882,0.0048513557626549695,1.0
6,4.482758620689656,1,0.0,0.017241379310344827,0.12496433333915648,0.00803137018149365,0.0021124362423922865,1.0
7,5.287356321839081,3,0.00014992503748125936,0.05172413793103448,0.157714100934085,0.03904808297315054,0.008426883254127436,0.4
8,3.1034482758620694,1,0.0,0.017241379310344827,0.1670116892617554,0.037792824840431206,0.004362889179939614,1.0
9,2.931034482758621,1,0.0,0.034482758620689655,0.15556473769291548,0.037830465264037764,0.00606491861448392,0.6666666666666666
10,2.7586206896551726,11,0.31549850074962515,0.15517241379310345,0.20204492816389563,0.13944275495821676,0.029970224310108533,0.20261437908496732
11,1.3793103448275863,1,0.0,0.017241379310344827,0.12372869629390466,0.008397755411875839,0.004101490623566125,1.0
12,2.3706896551724137,4,0.004047976011994003,0.07758620689655173,0.14315828797096808,0.04372612986797524,0.009888295087905502,0.25
13,2.1839080459770117,3,0.03433283358320839,0.06896551724137931,0.16003102185698637,0.05394298687869465,0.0136137746811701,0.32142857142857145
14,2.6436781609195403,3,0.06111944027986007,0.07758620689655173,0.15619313798273576,0.042093490073443984,0.012329556795708973,0.2777777777777778
15,3.793103448275862,1,0.001649175412293853,0.034482758620689655,0.15014447732790406,0.031016438608784135,0.0063212926053533465,0.3333333333333333
16,1.0344827586206897,1,0.000937031484257871,0.034482758620689655,0.1463407981233463,0.01989982800266249,0.008888922357909144,0.0
17,1.810344827586207,2,0.007346326836581708,0.06034482758620689,0.1679462196448556,0.059186713369160586,0.012805857760797228,0.23809523809523808
18,3.1034482758620694,1,0.0,0.02586206896551724,0.16859935262876724,0.030070183556333233,0.004581760721913323,0.3333333333333333
19,0.3448275862068966,1,0.0,0.034482758620689655,0.16063595670464245,0.038021469900256094,0.013108469799787158,0.5
20,1.3793103448275863,1,0.0,0.034482758620689655,0.16629342342831016,0.04390136795993829,0.008442068104982459,0.6666666666666666
21,2.9310344827586206,3,0.0029985007496251873,0.05172413793103448,0.15992368972121407,0.05747096317746309,0.00857643694162826,0.4666666666666667
22,2.931034482758621,1,0.00044977511244377805,0.034482758620689655,0.1735417559579166,0.0420412741509809,0.0061314397227508425,0.5
23,3.1896551724137936,2,0.003898050974512743,0.05172413793103448,0.18805755647860914,0.0743057872458264,0.009291567319460233,0.4
24,2.955665024630542,14,0.03073463268365817,0.12068965517241378,0.18416806838076277,0.11415280139561594,0.01827399146554641,0.23076923076923078
25,1.7241379310344829,3,0.016435532233883058,0.05172413793103448,0.15043391703001668,0.03666519842325045,0.008904434641626283,0.4666666666666667
26,1.3793103448275863,1,0.0,0.017241379310344827,0.13692861335851564,0.018360494560117038,0.005029043264996285,1.0
27,1.896551724137931,1,0.012143928035982007,0.02586206896551724,0.17499225337182195,0.035454206230118857,0.006148892470617314,0.3333333333333333
28,2.0689655172413794,6,0.36360569715142427,0.09482758620689655,0.22740518602507195,0.148908676503664,0.018904034765243702,0.32727272727272727
29,3.2758620689655173,1,0.0,0.02586206896551724,0.1733805161019278,0.03762337948185749,0.004733171355686321,0.6666666666666666
30,2.2873563218390807,6,0.03823088455772114,0.10344827586206896,0.20635805911879535,0.13399992723709325,0.018397123001523255,0.2878787878787879
31,4.310344827586207,1,0.0,0.034482758620689655,0.18408907646645054,0.06109076648947807,0.006471903727659334,0.6666666666666666
32,0.6896551724137931,1,0.0,0.02586206896551724,0.19633316255580763,0.07919034506189808,0.009497368127242984,1.0
33,4.068965517241379,1,7.496251874062968e-05,0.034482758620689655,0.19977843770655107,0.08390611935725552,0.007507092741228904,0.8333333333333334
34,2.7586206896551726,1,0.0,0.02586206896551724,0.17055569684638863,0.04533353037163997,0.005989973817713655,1.0
35,3.9655172413793105,1,0.0,0.02586206896551724,0.12911843276936782,0.01455964053127,0.0034190624851507478,1.0
36,2.9045092838196287,13,0.07700524737631184,0.14655172413793102,0.17121566312161418,0.08474337861869936,0.024804489663631257,0.19117647058823528
37,4.137931034482759,1,0.0,0.034482758620689655,0.1339834799493035,0.021596879703048435,0.0049169782190589964,0.8333333333333334
38,2.844827586206897,2,0.0,0.034482758620689655,0.10526625593532948,0.008151931392604167,0.003447542231446599,0.5
39,2.1551724137931036,2,0.00044977511244377805,0.05172413793103448,0.14894606431194,0.037372749125742656,0.008018911899436397,0.6666666666666666
40,3.3793103448275863,5,0.001649175412293853,0.05172413793103448,0.17254410085709232,0.08130185369894001,0.008181083866564623,0.7333333333333333
41,2.7873563218390807,6,0.00014992503748125936,0.04310344827586207,0.17056247466598842,0.06432976420623117,0.006420125363959798,0.8
42,3.632183908045977,6,0.028985507246376812,0.07758620689655173,0.22506790842064428,0.16657822481182122,0.013500458031967524,0.4166666666666667
43,3.3333333333333335,3,4.997501249375312e-05,0.04310344827586207,0.19640503734075268,0.09514820591289848,0.0071591039045890235,0.6
44,4.362068965517242,2,0.00014992503748125936,0.034482758620689655,0.16103373754352263,0.048390890913529015,0.005386566482609477,0.5
45,3.1034482758620694,1,0.009045477261369315,0.034482758620689655,0.18445300144399365,0.07165108691162411,0.005086640786221922,0.5
46,3.1034482758620694,1,0.0,0.02586206896551724,0.19398168653788792,0.08484762244690047,0.004476867306499732,1.0
47,3.5759698275862073,64,0.5879810094952526,0.22413793103448276,0.25957374749014206,0.38995531823995794,0.03841562671808751,0.09230769230769231
48,5.889655172413793,5,0.00014992503748125936,0.05172413793103448,0.17226017226017226,0.0810614602396977,0.005920128100330521,0.4666666666666667
49,3.3793103448275863,1,0.0023988005997001498,0.034482758620689655,0.18509893218789358,0.06620200676709227,0.005647857307808015,0.5
50,5.448275862068966,2,7.496251874062968e-05,0.02586206896551724,0.20840414477581515,0.10148923131510851,0.0044395028296579766,0.6666666666666666
51,4.267241379310345,8,0.01639180409795102,0.08620689655172414,0.19230596901239327,0.12460899412687369,0.013228580743862208,0.24444444444444444
52,2.9246305418719216,70,0.5398050974512744,0.15517241379310345,0.2516003470349615,0.2596513816434364,0.03141509444123574,0.17647058823529413
