Node1,Node2,weight,Resistance
0,1,0.34814814814814815,2.872340425531915
0,2,0.6266666666666668,1.5957446808510634
1,13,1.0,1.0
1,17,0.7014925373134329,1.425531914893617
2,17,0.25683060109289624,3.893617021276595
2,25,0.25683060109289624,3.893617021276595
3,22,0.34814814814814815,2.872340425531915
3,5,0.32867132867132876,3.042553191489361
3,6,0.35877862595419846,2.7872340425531914
4,22,0.4563106796116505,2.1914893617021276
4,23,0.8545454545454545,1.1702127659574468
4,6,0.4747474747474748,2.106382978723404
4,25,1.0,1.0
5,7,0.7460317460317463,1.3404255319148932
5,8,0.3381294964028777,2.957446808510638
6,8,0.3700787401574803,2.702127659574468
6,48,0.7014925373134329,1.425531914893617
7,9,1.0,1.0
7,10,0.5949367088607597,1.6808510638297869
8,10,0.3032258064516129,3.2978723404255317
8,49,0.21076233183856505,4.744680851063829
9,11,0.9215686274509801,1.0851063829787237
9,12,0.6619718309859155,1.5106382978723405
10,12,0.4563106796116505,2.1914893617021276
10,49,0.4086956521739131,2.4468085106382973
11,12,0.701492537313433,1.4255319148936167
11,50,0.7966101694915253,1.2553191489361704
11,51,0.49473684210526314,2.021276595744681
11,52,0.4563106796116505,2.1914893617021276
11,14,0.5662650602409639,1.7659574468085104
11,53,0.9215686274509804,1.0851063829787233
11,16,0.49473684210526325,2.0212765957446805
11,26,0.8545454545454544,1.170212765957447
12,50,0.5949367088607596,1.680851063829787
13,18,0.7966101694915255,1.2553191489361701
13,19,0.9215686274509804,1.0851063829787233
14,15,0.746031746031746,1.3404255319148937
14,16,0.7966101694915253,1.2553191489361704
15,24,0.49473684210526325,2.0212765957446805
16,24,0.5164835164835164,1.9361702127659575
16,49,0.2361809045226131,4.234042553191489
17,19,0.6619718309859156,1.5106382978723403
17,36,0.3587786259541985,2.787234042553191
18,20,0.746031746031746,1.3404255319148937
18,21,0.5662650602409639,1.7659574468085106
19,21,0.6266666666666667,1.5957446808510638
19,36,0.4392523364485982,2.2765957446808507
20,22,0.8545454545454547,1.1702127659574466
20,23,0.4563106796116505,2.1914893617021276
21,23,0.9215686274509804,1.0851063829787233
21,47,0.38211382113821135,2.617021276595745
23,25,0.8545454545454545,1.1702127659574468
24,25,0.5402298850574713,1.851063829787234
24,52,0.4392523364485982,2.2765957446808507
25,52,0.3197278911564626,3.1276595744680846
25,36,0.3587786259541985,2.787234042553191
25,28,0.42342342342342354,2.3617021276595738
25,47,0.3949579831932774,2.531914893617021
25,32,0.3821138211382114,2.6170212765957444
25,48,0.3949579831932774,2.531914893617021
25,31,0.2883435582822086,3.4680851063829787
26,53,0.7966101694915253,1.2553191489361704
26,49,0.3286713286713288,3.0425531914893607
26,31,0.4234234234234235,2.361702127659574
27,36,0.47474747474747486,2.1063829787234036
27,52,0.5662650602409639,1.7659574468085104
27,31,0.7014925373134331,1.4255319148936165
28,29,0.4392523364485982,2.2765957446808507
28,31,0.4747474747474747,2.1063829787234045
29,36,0.5402298850574713,1.851063829787234
29,30,0.6266666666666668,1.5957446808510636
29,41,1.0,1.0
30,36,0.7966101694915253,1.2553191489361704
30,31,0.7014925373134329,1.425531914893617
30,42,0.4747474747474747,2.1063829787234045
31,47,0.5164835164835164,1.9361702127659575
31,48,0.5164835164835164,1.9361702127659575
31,50,0.4392523364485982,2.2765957446808507
31,53,0.38211382113821135,2.617021276595745
31,32,0.5402298850574713,1.851063829787234
31,42,0.3949579831932773,2.5319148936170213
31,33,0.746031746031746,1.3404255319148937
31,34,0.9215686274509804,1.0851063829787233
31,44,0.25133689839572193,3.978723404255319
31,35,0.6266666666666668,1.5957446808510636
31,37,0.6266666666666668,1.5957446808510636
31,38,0.25133689839572193,3.978723404255319
31,43,0.4563106796116505,2.1914893617021276
31,40,0.7966101694915256,1.25531914893617
31,55,0.9215686274509804,1.0851063829787233
31,41,0.8545454545454547,1.1702127659574466
31,54,1.0,1.0
31,66,0.38211382113821135,2.617021276595745
31,45,0.3112582781456954,3.212765957446808
31,88,0.38211382113821135,2.617021276595745
33,49,0.49473684210526336,2.02127659574468
33,34,0.7966101694915253,1.2553191489361704
33,43,0.5402298850574713,1.851063829787234
34,49,0.5662650602409641,1.76595744680851
34,43,0.4747474747474747,2.1063829787234045
35,51,0.9215686274509804,1.0851063829787233
35,37,1.0,1.0
35,45,0.38211382113821135,2.617021276595745
36,47,0.7966101694915256,1.25531914893617
37,52,0.7966101694915256,1.25531914893617
37,45,0.38211382113821135,2.617021276595745
38,49,0.21461187214611874,4.659574468085106
38,39,0.24607329842931944,4.063829787234042
38,43,0.35877862595419846,2.7872340425531914
39,52,0.7014925373134329,1.425531914893617
39,40,0.8545454545454547,1.1702127659574466
39,46,0.3032258064516129,3.2978723404255317
40,52,0.6266666666666668,1.5957446808510636
40,45,0.28834355828220865,3.4680851063829783
40,54,0.7966101694915256,1.25531914893617
41,42,0.3700787401574803,2.702127659574468
41,54,0.8545454545454547,1.1702127659574466
42,54,0.3949579831932773,2.5319148936170213
42,66,0.9215686274509804,1.0851063829787233
43,66,0.7014925373134329,1.425531914893617
43,44,0.35877862595419846,2.7872340425531914
43,46,0.49473684210526325,2.0212765957446805
44,77,0.24607329842931944,4.063829787234042
44,45,0.5662650602409639,1.7659574468085104
44,55,0.2568306010928962,3.8936170212765955
45,55,0.3197278911564626,3.127659574468085
45,88,0.6266666666666668,1.5957446808510636
45,46,1.0,1.0
45,54,0.3112582781456954,3.212765957446808
46,55,0.3197278911564626,3.127659574468085
48,49,0.3821138211382115,2.617021276595744
49,50,0.33812949640287776,2.9574468085106376
49,52,0.49473684210526336,2.02127659574468
50,51,0.5662650602409639,1.7659574468085106
51,52,0.8545454545454547,1.1702127659574466
52,53,0.4392523364485982,2.2765957446808507
54,55,0.9215686274509804,1.0851063829787233
54,88,0.38211382113821135,2.617021276595745
54,90,0.40869565217391307,2.4468085106382977
54,66,0.38211382113821135,2.617021276595745
54,91,0.3381294964028777,2.957446808510638
55,88,0.3949579831932773,2.5319148936170213
55,77,0.8545454545454547,1.1702127659574466
55,57,0.7966101694915256,1.25531914893617
55,94,0.9215686274509804,1.0851063829787233
55,66,0.3949579831932773,2.5319148936170213
55,61,0.8545454545454547,1.1702127659574466
55,62,0.25133689839572193,3.978723404255319
56,77,0.8545454545454547,1.1702127659574466
56,94,0.9215686274509804,1.0851063829787233
56,57,0.7966101694915256,1.25531914893617
56,74,0.4563106796116506,2.191489361702127
57,94,0.7460317460317463,1.3404255319148932
57,75,0.9215686274509804,1.0851063829787233
58,88,0.3700787401574803,2.702127659574468
58,94,0.7966101694915256,1.25531914893617
58,76,0.7966101694915256,1.25531914893617
58,59,0.746031746031746,1.3404255319148937
58,78,0.8545454545454547,1.1702127659574466
59,66,0.4234234234234235,2.361702127659574
59,88,0.4234234234234235,2.361702127659574
59,60,0.7014925373134329,1.425531914893617
59,78,0.6619718309859156,1.5106382978723403
59,62,0.26256983240223464,3.808510638297872
59,63,0.47474747474747486,2.1063829787234036
59,81,0.47474747474747486,2.1063829787234036
60,66,0.35877862595419846,2.7872340425531914
60,61,0.9215686274509804,1.0851063829787233
60,79,0.5402298850574713,1.851063829787234
61,62,0.24102564102564106,4.148936170212766
61,79,0.5662650602409639,1.7659574468085106
62,80,0.2227488151658768,4.489361702127659
63,88,0.7966101694915253,1.2553191489361704
63,79,0.5949367088607597,1.6808510638297869
64,88,0.6266666666666666,1.595744680851064
64,65,0.3381294964028777,2.957446808510638
64,79,0.7460317460317463,1.3404255319148932
65,90,0.3949579831932774,2.531914893617021
65,67,0.3381294964028777,2.957446808510638
65,80,0.22705314009661837,4.404255319148936
66,88,1.0,1.0
66,92,0.5949367088607594,1.6808510638297873
66,93,0.3949579831932774,2.531914893617021
66,77,0.3700787401574803,2.702127659574468
66,94,0.40869565217391307,2.4468085106382977
66,90,0.8545454545454547,1.1702127659574466
66,91,0.7460317460317462,1.3404255319148934
66,67,0.6266666666666666,1.595744680851064
67,68,0.7014925373134326,1.4255319148936174
67,80,0.4086956521739131,2.4468085106382973
68,91,0.6619718309859156,1.51063829787234
68,69,0.4234234234234234,2.3617021276595747
68,82,0.7014925373134331,1.4255319148936165
69,88,0.3949579831932773,2.5319148936170213
69,70,0.3286713286713287,3.0425531914893615
69,83,0.2883435582822086,3.4680851063829787
70,88,0.6619718309859156,1.5106382978723403
70,71,0.5949367088607597,1.6808510638297869
70,81,0.5662650602409639,1.7659574468085106
71,92,0.6619718309859154,1.5106382978723407
71,72,0.5164835164835164,1.9361702127659577
71,81,0.9215686274509801,1.0851063829787237
72,93,0.2748538011695907,3.6382978723404253
72,73,0.7966101694915253,1.2553191489361704
72,79,0.8545454545454544,1.170212765957447
73,94,0.6266666666666666,1.595744680851064
73,74,0.34814814814814815,2.872340425531915
73,79,0.9215686274509804,1.0851063829787233
74,75,0.49473684210526325,2.0212765957446805
74,80,0.5949367088607594,1.6808510638297873
75,94,0.7966101694915256,1.25531914893617
75,80,0.7460317460317463,1.3404255319148932
75,76,0.7966101694915256,1.25531914893617
75,84,0.5662650602409639,1.7659574468085106
76,78,0.9215686274509804,1.0851063829787233
76,84,0.49473684210526325,2.0212765957446805
78,84,0.5164835164835164,1.9361702127659575
78,79,0.5164835164835164,1.9361702127659575
78,82,0.3197278911564626,3.1276595744680846
79,83,0.34814814814814815,2.872340425531915
79,80,0.47474747474747486,2.1063829787234036
79,85,0.40869565217391307,2.4468085106382977
79,81,0.5949367088607597,1.6808510638297869
79,82,0.4563106796116506,2.191489361702127
79,89,0.4563106796116506,2.191489361702127
79,95,0.3700787401574803,2.702127659574468
80,81,0.3587786259541985,2.787234042553191
80,85,0.28143712574850305,3.5531914893617014
80,82,0.30322580645161296,3.2978723404255312
80,96,0.854545454545454,1.1702127659574475
80,84,0.47474747474747486,2.1063829787234036
81,84,0.5949367088607597,1.6808510638297869
81,83,0.4563106796116505,2.1914893617021276
81,87,0.6619718309859156,1.5106382978723403
