Node,weight,num_nodes,Betweenness,Degree,Closeness,Eigenvector,PageRank,Clustering
0,7.333333333333333,1,0.0,0.018518518518518517,0.08742077707357401,0.00016864437792356025,2.5689068661901496e-05,0.0
1,4.0,1,0.001802815276335526,0.027777777777777776,0.10373367665992271,0.0004891496041188096,6.925077265997474e-05,0.0
2,3.1666666666666665,1,0.017581054574824045,0.027777777777777776,0.11877296019842291,0.002350721871262183,9.433615140428493e-05,0.3333333333333333
3,3.833333333333333,1,0.002610476520133841,0.027777777777777776,0.10955474499816549,0.0006260832460770468,5.987705384598811e-05,0.0
4,3.1666666666666665,1,0.01824449059651552,0.037037037037037035,0.12038134990276528,0.0029445642155706627,0.00013438385989574238,0.16666666666666666
5,3.083333333333333,2,0.010723644744932377,0.05555555555555555,0.13926690079016668,0.013908349596971653,0.0002885289787764391,0.4
6,7.0,1,0.006163723972654403,0.037037037037037035,0.13186470618797727,0.007299804361171839,0.00022145796052234554,0.3333333333333333
7,6.833333333333333,1,0.017698376486019293,0.037037037037037035,0.1685258964143426,0.02738346526675573,0.000280344675918391,0.5
8,3.333333333333333,1,0.0,0.018518518518518517,0.13128491620111726,0.004846850403406913,6.640437723886722e-05,1.0
9,7.5,1,0.0,0.027777777777777776,0.11969721979861812,0.005242114127749387,9.061914466884814e-05,0.6666666666666666
10,4.833333333333333,1,0.0,0.009259259259259259,0.14212515749684998,0.007038407103323451,6.433753524292597e-05,0.0
11,2.1666666666666665,1,0.0,0.018518518518518517,0.11652625054521247,0.005268272812950803,8.09199338069453e-05,1.0
12,2.6666666666666665,1,0.0,0.009259259259259259,0.1340906089023906,0.005055757215063324,4.790612316570145e-05,0.0
13,4.166666666666666,1,0.0,0.018518518518518517,0.13128831182267273,0.005796646711322355,7.940028892892155e-05,1.0
14,2.583333333333333,2,0.06161301488404292,0.046296296296296294,0.14457831325301201,0.01681186830524989,0.00020975697669036329,0.4
15,2.833333333333333,1,0.0,0.027777777777777776,0.08189078002742597,0.0003435152126981063,2.829715003811821e-05,0.0
16,2.5,1,0.017999307718933887,0.037037037037037035,0.13778127629543163,0.008303970949864561,0.0001639568067052402,0.3333333333333333
17,1.8333333333333333,1,0.0004038306218991577,0.037037037037037035,0.1235246879030491,0.004725158773956113,0.00015063891194562996,0.16666666666666666
18,3.6666666666666665,1,0.00017307026652821047,0.037037037037037035,0.13204307788356479,0.006188817456991054,0.00015589594686667694,0.0
19,3.333333333333333,1,0.005641597451047081,0.037037037037037035,0.16118379270925948,0.020339408780777272,0.0002667483981950445,0.16666666666666666
20,3.4166666666666665,2,0.0008480443059882313,0.07407407407407407,0.1512154432793135,0.03843090154940969,0.00048188116695998954,0.35714285714285715
21,4.666666666666666,1,0.008904989668229557,0.027777777777777776,0.1484036954742134,0.01719652146976298,0.00020355025568043542,0.3333333333333333
22,3.3735632183908044,29,0.38288384387813257,0.12962962962962962,0.19958321865293122,0.14105297077975382,0.002100934336276546,0.26373626373626374
23,3.888888888888889,6,0.00034614053305642093,0.046296296296296294,0.1621000191607587,0.031837305412727605,0.000324288971804656,0.6
24,2.9999999999999996,9,0.015028268143532942,0.08333333333333333,0.1444055645643082,0.03385311705456551,0.00048258615954041773,0.3333333333333333
25,2.7777777777777772,3,0.014350409599630782,0.046296296296296294,0.17202697664960853,0.03320354579534066,0.000360135876038341,0.6
26,2.5,1,0.02578746971270336,0.037037037037037035,0.1347634471406573,0.005421082079476083,0.00011836698148804116,0.0
27,2.833333333333333,1,0.013326410522672206,0.027777777777777776,0.1600454029511918,0.0245684967334223,0.0002958097672235093,0.3333333333333333
28,2.950617283950617,27,0.06848052672299815,0.10185185185185185,0.2001261630657625,0.15981258087512354,0.002367085058559668,0.3090909090909091
29,2.1666666666666665,1,0.0,0.027777777777777776,0.16546059065128102,0.05379379243612603,0.0005693871928366673,1.0
30,2.733333333333333,5,0.002495096342448366,0.037037037037037035,0.19541867179980746,0.10753263403923546,0.001204473009581415,0.8333333333333334
31,1.6666666666666665,1,0.0,0.037037037037037035,0.1711626652279471,0.08314239230543863,0.0009563880417260268,1.0
32,4.5,1,0.016441675320179993,0.027777777777777776,0.1320911835120224,0.005351818562009228,7.566744807551738e-05,0.3333333333333333
33,2.1666666666666665,1,0.0029133494865582095,0.037037037037037035,0.12354272640981326,0.0032185077467876185,0.00012499749696808773,0.0
34,3.8703703703703707,18,0.2373927426367718,0.18518518518518517,0.16775728732897074,0.04223788831716827,0.0009338320399661746,0.1
35,3.6666666666666665,1,0.016614745586708203,0.037037037037037035,0.14170458669495534,0.008144245798599393,0.00016125901444374904,0.16666666666666666
36,4.333333333333333,2,0.01042600384500694,0.037037037037037035,0.14553169528942905,0.012324580733301976,0.00022976553490655153,0.3333333333333333
37,10.0,1,0.0,0.027777777777777776,0.11607326610413664,0.0038535715563417575,0.00012941169938294903,0.6666666666666666
38,2.897435897435897,65,0.27583698079544355,0.14814814814814814,0.22499002703780857,0.33406146773043455,0.00884831576105461,0.225
39,2.949074074074074,36,0.20906263844996978,0.09259259259259259,0.22013096838544594,0.24130457757251303,0.005119634576933792,0.3333333333333333
40,3.0,1,0.0,0.027777777777777776,0.19716449796076893,0.12285504674731434,0.002855133910542943,0.6666666666666666
41,2.5555555555555554,3,4.326756663205262e-05,0.046296296296296294,0.20406030150753757,0.19410209514009094,0.005491290847019691,0.8
