Node1,Node2,weight,Resistance
0,1,0.4133333333333334,2.419354838709677
0,2,0.4366197183098592,2.290322580645161
1,3,0.2605042016806723,3.8387096774193545
1,4,0.5636363636363636,1.774193548387097
2,4,0.34065934065934067,2.935483870967742
2,10,0.6595744680851063,1.5161290322580645
3,15,0.5254237288135593,1.903225806451613
4,15,0.2520325203252033,3.9677419354838706
4,11,0.3924050632911392,2.5483870967741935
5,31,0.4269972451790634,2.3419354838709676
5,6,0.8469945355191255,1.1806451612903228
5,33,0.2658662092624357,3.761290322580645
5,12,0.547703180212014,1.8258064516129036
6,33,0.2792792792792793,3.580645161290322
6,31,0.4626865671641791,2.161290322580645
7,33,0.5254237288135593,1.903225806451613
7,9,0.31313131313131315,3.193548387096774
8,33,0.32091097308488614,3.1161290322580646
8,31,0.5893536121673004,1.696774193548387
8,9,0.5477031802120141,1.8258064516129031
8,17,0.2658662092624357,3.761290322580645
9,15,0.3263157894736842,3.064516129032258
9,29,0.7948717948717948,1.2580645161290323
9,33,0.4366197183098592,2.290322580645161
9,17,0.34065934065934067,2.935483870967742
9,11,0.6078431372549018,1.645161290322581
9,12,0.6078431372549021,1.6451612903225803
9,13,1.0,1.0
9,18,0.8857142857142857,1.1290322580645162
9,14,0.3563218390804597,2.806451612903226
9,23,0.41333333333333333,2.4193548387096775
10,11,0.8857142857142857,1.1290322580645162
10,16,0.4920634920634921,2.032258064516129
11,12,0.4366197183098592,2.290322580645161
12,26,0.3263157894736842,3.064516129032258
12,28,0.6595744680851066,1.516129032258064
12,30,0.436619718309859,2.290322580645162
12,31,0.6595744680851066,1.516129032258064
12,13,0.6078431372549021,1.6451612903225803
12,17,0.2792792792792793,3.580645161290322
12,14,0.28971962616822433,3.451612903225806
12,16,0.8857142857142861,1.1290322580645156
12,19,0.26956521739130435,3.7096774193548385
12,20,0.2605042016806723,3.8387096774193545
12,22,0.26956521739130435,3.7096774193548385
12,18,0.5636363636363637,1.7741935483870965
12,24,0.34065934065934067,2.935483870967742
12,23,0.3263157894736842,3.064516129032258
12,21,0.8857142857142861,1.1290322580645156
13,28,0.8857142857142857,1.1290322580645162
13,17,0.34065934065934067,2.935483870967742
14,31,0.34065934065934067,2.935483870967742
14,16,0.30097087378640774,3.3225806451612905
15,26,0.607843137254902,1.6451612903225805
15,28,0.31313131313131315,3.193548387096774
16,32,0.3563218390804597,2.806451612903226
16,22,0.27927927927927926,3.5806451612903225
17,31,0.3263157894736842,3.064516129032258
17,21,0.2897196261682243,3.4516129032258065
17,23,0.6595744680851063,1.5161290322580645
17,18,0.3563218390804597,2.806451612903226
18,22,0.34065934065934067,2.935483870967742
19,20,0.8857142857142858,1.129032258064516
19,22,1.0,1.0
20,22,0.8857142857142858,1.129032258064516
20,24,0.5254237288135593,1.903225806451613
20,23,0.5636363636363636,1.7741935483870968
20,46,0.2520325203252033,3.9677419354838706
20,34,0.26956521739130435,3.709677419354839
20,84,0.4269972451790634,2.3419354838709676
21,22,0.27927927927927926,3.5806451612903225
21,23,0.34065934065934067,2.935483870967742
22,23,0.607843137254902,1.6451612903225805
22,24,0.5636363636363636,1.774193548387097
22,27,0.5254237288135593,1.903225806451613
22,34,0.27927927927927926,3.5806451612903225
22,35,0.26956521739130435,3.7096774193548385
22,68,0.4626865671641791,2.161290322580645
22,79,0.4626865671641791,2.161290322580645
22,81,0.8857142857142858,1.129032258064516
22,82,0.8857142857142857,1.1290322580645162
22,83,1.0,1.0
22,36,0.2520325203252033,3.9677419354838706
22,37,0.4366197183098592,2.290322580645161
22,38,0.31313131313131315,3.193548387096774
22,25,0.3263157894736842,3.064516129032258
22,39,0.2897196261682243,3.4516129032258065
23,24,0.8857142857142857,1.1290322580645162
